yas;yipranma;is_seyahati;gunluk_oran;departman;evden_uzaklik;egitim;egitim_alani;calisan_sayisi;calisan_no;cevre_memnuniyeti;cinsiyet;saatlik_ucret;is_katilimi;meslek_seviyesi;is_rolu;is_memnuniyeti;medeni_hal;aylik_gelir;aylik_oran;kidem;18_ustu;mesai;maas_zam_yuzde;performans_degerlendirmesi;iliski_memnuniyeti;standart_saatler;stok_opsiyon_seviyesi;toplam_calisma_yili;gecen_sene_egitim_sureleri;is_yasam_dengesi;sirkette_yil;mevcut_rolde_yil;son_promosyondan-buyana_gecen_yil;mevcut_yonetici_ile_yil
36;Evet;Bazen;885;Arastirma Gelistirme;16;4;Fen;1;1042;3;Kadin;43;4;1;Lobarant;1;Bekar;2743;8269;1;Y;Hayir;16;3;3;80;0;18;1;3;17;13;15;14
39;Hayir;Surekli;945;Arastirma Gelistirme;22;3;Tip;1;1043;4;Kadin;82;3;3;Uretim Direktoru;1;Bekar;10880;5083;1;Y;Evet;13;3;3;80;0;21;2;3;21;6;2;8
33;Hayir;Hic;1038;Satis;8;1;Fen;1;1044;2;Kadin;88;2;1;Satis Temsilcisi;4;Bekar;2342;21437;0;Y;Hayir;19;3;4;80;0;3;2;2;2;2;2;2
45;Hayir;Bazen;1234;Satis;11;2;Fen;1;1045;4;Kadin;90;3;4;Yonetici;4;Evli;17650;5404;3;Y;Hayir;13;3;2;80;1;26;4;4;9;3;1;1
32;Hayir;Hic;1109;Arastirma Gelistirme;29;4;Tip;1;1046;4;Kadin;69;3;1;Lobarant;3;Bekar;4025;11135;9;Y;Hayir;12;3;2;80;0;10;2;3;8;7;7;7
34;Hayir;Bazen;216;Satis;1;4;Pazarlama;1;1047;2;Erkek;75;4;2;Satis Yoneticisi;4;Bosanmis;9725;12278;0;Y;Hayir;11;3;4;80;1;16;2;2;15;1;0;9
59;Hayir;Bazen;1089;Satis;1;2;Teknik;1;1048;2;Erkek;66;3;3;Yonetici;4;Evli;11904;11038;3;Y;Evet;14;3;3;80;1;14;1;1;6;4;0;4
45;Hayir;Bazen;788;Insan Kaynaklari;24;4;Tip;1;1049;2;Erkek;36;3;1;Insan Kaynaklari;2;Bekar;2177;8318;1;Y;Hayir;16;3;1;80;0;6;3;3;6;3;0;4
53;Hayir;Surekli;124;Satis;2;3;Pazarlama;1;1050;3;Kadin;38;2;3;Satis Yoneticisi;2;Evli;7525;23537;2;Y;Hayir;12;3;1;80;1;30;2;3;15;7;6;12
36;Evet;Bazen;660;Arastirma Gelistirme;15;3;Diger;1;1052;1;Erkek;81;3;2;Lobarant;3;Bosanmis;4834;7858;7;Y;Hayir;14;3;2;80;1;9;3;2;1;0;0;0
26;Evet;Surekli;342;Arastirma Gelistirme;2;3;Fen;1;1053;1;Erkek;57;3;1;Arastirmaci;1;Evli;2042;15346;6;Y;Evet;14;3;2;80;1;6;2;3;3;2;1;2
34;Hayir;Bazen;1333;Satis;10;4;Fen;1;1055;3;Kadin;87;3;1;Satis Temsilcisi;3;Evli;2220;18410;1;Y;Evet;19;3;4;80;1;1;2;3;1;1;0;0
28;Hayir;Bazen;1144;Satis;10;1;Tip;1;1056;4;Erkek;74;3;1;Satis Temsilcisi;2;Evli;1052;23384;1;Y;Hayir;22;4;2;80;0;1;5;3;1;0;0;0
38;Hayir;Surekli;1186;Arastirma Gelistirme;3;4;Diger;1;1060;3;Erkek;44;3;1;Arastirmaci;3;Evli;2821;2997;3;Y;Hayir;16;3;1;80;1;8;2;3;2;2;2;2
50;Hayir;Bazen;1464;Arastirma Gelistirme;2;4;Tip;1;1061;2;Erkek;62;3;5;Arastirma Direktoru;3;Evli;19237;12853;2;Y;Evet;11;3;4;80;1;29;2;2;8;1;7;7
37;Hayir;Bazen;124;Arastirma Gelistirme;3;3;Diger;1;1062;4;Kadin;35;3;2;Saglik IsleriTemsilcisi;2;Bekar;4107;13848;3;Y;Hayir;15;3;1;80;0;8;3;2;4;3;0;1
40;Hayir;Bazen;300;Satis;26;3;Pazarlama;1;1066;3;Erkek;74;3;2;Satis Yoneticisi;1;Evli;8396;22217;1;Y;Hayir;14;3;2;80;1;8;3;2;7;7;7;5
26;Hayir;Surekli;921;Arastirma Gelistirme;1;1;Tip;1;1068;1;Kadin;66;2;1;Arastirmaci;3;Bosanmis;2007;25265;1;Y;Hayir;13;3;3;80;2;5;5;3;5;3;1;3
46;Hayir;Bazen;430;Arastirma Gelistirme;1;4;Tip;1;1069;4;Erkek;40;3;5;Arastirma Direktoru;4;Bosanmis;19627;21445;9;Y;Hayir;17;3;4;80;2;23;0;3;2;2;2;2
54;Hayir;Bazen;1082;Satis;2;4;Fen;1;1070;3;Kadin;41;2;3;Satis Yoneticisi;3;Evli;10686;8392;6;Y;Hayir;11;3;2;80;1;13;4;3;9;4;7;0
56;Hayir;Surekli;1240;Arastirma Gelistirme;9;3;Tip;1;1071;1;Kadin;63;3;1;Arastirmaci;3;Evli;2942;12154;2;Y;Hayir;19;3;2;80;1;18;4;3;5;4;0;3
36;Hayir;Bazen;796;Arastirma Gelistirme;12;5;Tip;1;1073;4;Kadin;51;2;3;Uretim Direktoru;4;Bekar;8858;15669;0;Y;Hayir;11;3;2;80;0;15;2;2;14;8;7;8
55;Hayir;Hic;444;Arastirma Gelistirme;2;1;Tip;1;1074;3;Erkek;40;2;4;Yonetici;1;Bekar;16756;17323;7;Y;Hayir;15;3;2;80;0;31;3;4;9;7;6;2
43;Hayir;Bazen;415;Satis;25;3;Tip;1;1076;3;Erkek;79;2;3;Satis Yoneticisi;4;Bosanmis;10798;5268;5;Y;Hayir;13;3;3;80;1;18;5;3;1;0;0;0
20;Evet;Surekli;769;Satis;9;3;Pazarlama;1;1077;4;Kadin;54;3;1;Satis Temsilcisi;4;Bekar;2323;17205;1;Y;Evet;14;3;2;80;0;2;3;3;2;2;0;2
21;Evet;Bazen;1334;Arastirma Gelistirme;10;3;Fen;1;1079;3;Kadin;36;2;1;Lobarant;1;Bekar;1416;17258;1;Y;Hayir;13;3;1;80;0;1;6;2;1;0;1;0
46;Hayir;Bazen;1003;Arastirma Gelistirme;8;4;Fen;1;1080;4;Kadin;74;2;2;Arastirmaci;1;Bosanmis;4615;21029;8;Y;Evet;23;4;1;80;3;19;2;3;16;13;1;7
51;Evet;Bazen;1323;Arastirma Gelistirme;4;4;Fen;1;1081;1;Erkek;34;3;1;Arastirmaci;3;Evli;2461;10332;9;Y;Evet;12;3;3;80;3;18;2;4;10;0;2;7
28;Evet;Hic;1366;Arastirma Gelistirme;24;2;Teknik;1;1082;2;Erkek;72;2;3;Saglik IsleriTemsilcisi;1;Bekar;8722;12355;1;Y;Hayir;12;3;1;80;0;10;2;2;10;7;1;9
26;Hayir;Bazen;192;Arastirma Gelistirme;1;2;Tip;1;1083;1;Erkek;59;2;1;Lobarant;1;Evli;3955;11141;1;Y;Hayir;16;3;1;80;2;6;2;3;5;3;1;3
30;Hayir;Bazen;1176;Arastirma Gelistirme;20;3;Diger;1;1084;3;Erkek;85;3;2;Uretim Direktoru;1;Evli;9957;9096;0;Y;Hayir;15;3;3;80;1;7;1;2;6;2;0;2
41;Hayir;Bazen;509;Arastirma Gelistirme;7;2;Teknik;1;1085;2;Kadin;43;4;1;Arastirmaci;3;Evli;3376;18863;1;Y;Hayir;13;3;3;80;0;10;3;3;10;6;0;8
38;Hayir;Bazen;330;Arastirma Gelistirme;17;1;Fen;1;1088;3;Kadin;65;2;3;Saglik IsleriTemsilcisi;3;Evli;8823;24608;0;Y;Hayir;18;3;1;80;1;20;4;2;19;9;1;9
40;Hayir;Bazen;1492;Arastirma Gelistirme;20;4;Teknik;1;1092;1;Erkek;61;3;3;Saglik IsleriTemsilcisi;4;Evli;10322;26542;4;Y;Hayir;20;4;4;80;1;14;6;3;11;10;11;1
27;Hayir;Hic;1277;Arastirma Gelistirme;8;5;Fen;1;1094;1;Erkek;87;1;1;Lobarant;3;Evli;4621;5869;1;Y;Hayir;19;3;4;80;3;3;4;3;3;2;1;2
55;Hayir;Surekli;1091;Arastirma Gelistirme;2;1;Fen;1;1096;4;Erkek;65;3;3;Uretim Direktoru;2;Evli;10976;15813;3;Y;Hayir;18;3;2;80;1;23;4;3;3;2;1;2
28;Hayir;Bazen;857;Arastirma Gelistirme;10;3;Diger;1;1097;3;Kadin;59;3;2;Arastirmaci;3;Bekar;3660;7909;3;Y;Hayir;13;3;4;80;0;10;4;4;8;7;1;7
44;Evet;Bazen;1376;Insan Kaynaklari;1;2;Tip;1;1098;2;Erkek;91;2;3;Insan Kaynaklari;1;Evli;10482;2326;9;Y;Hayir;14;3;4;80;1;24;1;3;20;6;3;6
33;Hayir;Bazen;654;Arastirma Gelistirme;5;3;Fen;1;1099;4;Erkek;34;2;3;Saglik IsleriTemsilcisi;4;Bosanmis;7119;21214;4;Y;Hayir;15;3;3;80;1;9;2;3;3;2;1;2
35;Evet;Bazen;1204;Satis;4;3;Teknik;1;1100;4;Erkek;86;3;3;Satis Yoneticisi;1;Bekar;9582;10333;0;Y;Evet;22;4;1;80;0;9;2;3;8;7;4;7
33;Evet;Surekli;827;Arastirma Gelistirme;29;4;Tip;1;1101;1;Kadin;54;2;2;Arastirmaci;3;Bekar;4508;3129;1;Y;Hayir;22;4;2;80;0;14;4;3;13;7;3;8
28;Hayir;Bazen;895;Arastirma Gelistirme;15;2;Fen;1;1102;1;Erkek;50;3;1;Lobarant;3;Bosanmis;2207;22482;1;Y;Hayir;16;3;4;80;1;4;5;2;4;2;2;2
34;Hayir;Surekli;618;Arastirma Gelistirme;3;1;Fen;1;1103;1;Erkek;45;3;2;Saglik IsleriTemsilcisi;4;Bekar;7756;22266;0;Y;Hayir;17;3;3;80;0;7;1;2;6;2;0;4
37;Hayir;Bazen;309;Satis;10;4;Fen;1;1105;4;Kadin;88;2;2;Satis Yoneticisi;4;Bosanmis;6694;24223;2;Y;Evet;14;3;3;80;3;8;5;3;1;0;0;0
25;Evet;Bazen;1219;Arastirma Gelistirme;4;1;Teknik;1;1106;4;Erkek;32;3;1;Lobarant;4;Evli;3691;4605;1;Y;Evet;15;3;2;80;1;7;3;4;7;7;5;6
26;Evet;Bazen;1330;Arastirma Gelistirme;21;3;Tip;1;1107;1;Erkek;37;3;1;Lobarant;3;Bosanmis;2377;19373;1;Y;Hayir;20;4;3;80;1;1;0;2;1;1;0;0
33;Evet;Bazen;1017;Arastirma Gelistirme;25;3;Tip;1;1108;1;Erkek;55;2;1;Arastirmaci;2;Bekar;2313;2993;4;Y;Evet;20;4;2;80;0;5;0;3;2;2;2;2
42;Hayir;Bazen;469;Arastirma Gelistirme;2;2;Tip;1;1109;4;Erkek;35;3;4;Yonetici;1;Evli;17665;14399;0;Y;Hayir;17;3;4;80;1;23;3;3;22;6;13;7
28;Evet;Surekli;1009;Arastirma Gelistirme;1;3;Tip;1;1111;1;Erkek;45;2;1;Lobarant;2;Bosanmis;2596;7160;1;Y;Hayir;15;3;1;80;2;1;2;3;1;0;0;0
50;Evet;Surekli;959;Satis;1;4;Diger;1;1113;4;Erkek;81;3;2;Satis Yoneticisi;3;Bekar;4728;17251;3;Y;Evet;14;3;4;80;0;5;4;3;0;0;0;0
33;Hayir;Surekli;970;Satis;7;3;Fen;1;1114;4;Kadin;30;3;2;Satis Yoneticisi;2;Evli;4302;13401;0;Y;Hayir;17;3;3;80;1;4;3;3;3;2;0;2
34;Hayir;Hic;697;Arastirma Gelistirme;3;4;Fen;1;1115;3;Erkek;40;2;1;Arastirmaci;4;Evli;2979;22478;3;Y;Hayir;17;3;4;80;3;6;2;3;0;0;0;0
48;Hayir;Hic;1262;Arastirma Gelistirme;1;4;Tip;1;1116;1;Erkek;35;4;4;Yonetici;4;Bekar;16885;16154;2;Y;Hayir;22;4;3;80;0;27;3;2;5;4;2;1
45;Hayir;Hic;1050;Satis;9;4;Fen;1;1117;2;Kadin;65;2;2;Satis Yoneticisi;3;Evli;5593;17970;1;Y;Hayir;13;3;4;80;1;15;2;3;15;10;4;12
52;Hayir;Bazen;994;Arastirma Gelistirme;7;4;Fen;1;1118;2;Erkek;87;3;3;Saglik IsleriTemsilcisi;2;Bekar;10445;15322;7;Y;Hayir;19;3;4;80;0;18;4;3;8;6;4;0
38;Hayir;Bazen;770;Satis;10;4;Pazarlama;1;1119;3;Erkek;73;2;3;Satis Yoneticisi;3;Bosanmis;8740;5569;0;Y;Evet;14;3;2;80;2;9;2;3;8;7;2;7
29;Hayir;Bazen;1107;Arastirma Gelistirme;28;4;Fen;1;1120;3;Kadin;93;3;1;Arastirmaci;4;Bosanmis;2514;26968;4;Y;Hayir;22;4;1;80;1;11;1;3;7;5;1;7
28;Hayir;Bazen;950;Arastirma Gelistirme;3;3;Tip;1;1121;4;Kadin;93;3;3;Uretim Direktoru;2;Bosanmis;7655;8039;0;Y;Hayir;17;3;2;80;3;10;3;2;9;7;1;7
46;Hayir;Bazen;406;Satis;3;1;Pazarlama;1;1124;1;Erkek;52;3;4;Yonetici;3;Evli;17465;15596;3;Y;Hayir;12;3;4;80;1;23;3;3;12;9;4;9
38;Hayir;Bazen;130;Satis;2;2;Pazarlama;1;1125;4;Erkek;32;3;3;Satis Yoneticisi;2;Bekar;7351;20619;7;Y;Hayir;16;3;3;80;0;10;2;3;1;0;0;0
43;Hayir;Surekli;1082;Arastirma Gelistirme;27;3;Fen;1;1126;3;Kadin;83;3;3;Uretim Direktoru;1;Evli;10820;11535;8;Y;Hayir;11;3;3;80;1;18;1;3;8;7;0;1
39;Evet;Surekli;203;Arastirma Gelistirme;2;3;Fen;1;1127;1;Erkek;84;3;4;Saglik IsleriTemsilcisi;4;Bosanmis;12169;13547;7;Y;Hayir;11;3;4;80;3;21;4;3;18;7;11;5
40;Hayir;Bazen;1308;Arastirma Gelistirme;14;3;Tip;1;1128;3;Erkek;44;2;5;Arastirma Direktoru;3;Bekar;19626;17544;1;Y;Hayir;14;3;1;80;0;21;2;4;20;7;4;9
21;Hayir;Bazen;984;Arastirma Gelistirme;1;1;Teknik;1;1131;4;Kadin;70;2;1;Arastirmaci;2;Bekar;2070;25326;1;Y;Evet;11;3;3;80;0;2;6;4;2;2;2;2
39;Hayir;Hic;439;Arastirma Gelistirme;9;3;Fen;1;1132;3;Erkek;70;3;2;Lobarant;2;Bekar;6782;8770;9;Y;Hayir;15;3;3;80;0;9;2;2;5;4;0;3
36;Hayir;Hic;217;Arastirma Gelistirme;18;4;Fen;1;1133;1;Erkek;78;3;2;Uretim Direktoru;4;Bekar;7779;23238;2;Y;Hayir;20;4;1;80;0;18;0;3;11;9;0;9
31;Hayir;Surekli;793;Satis;20;3;Fen;1;1135;3;Erkek;67;4;1;Satis Temsilcisi;4;Evli;2791;21981;0;Y;Hayir;12;3;1;80;1;3;4;3;2;2;2;2
28;Hayir;Bazen;1451;Arastirma Gelistirme;2;1;Fen;1;1136;1;Erkek;67;2;1;Arastirmaci;2;Evli;3201;19911;0;Y;Hayir;17;3;1;80;0;6;2;1;5;3;0;4
35;Hayir;Surekli;1182;Satis;11;2;Pazarlama;1;1137;4;Erkek;54;3;2;Satis Yoneticisi;4;Bosanmis;4968;18500;1;Y;Hayir;11;3;4;80;1;5;3;3;5;2;0;2
49;Hayir;Bazen;174;Satis;8;4;Teknik;1;1138;4;Erkek;56;2;4;Satis Yoneticisi;2;Evli;13120;11879;6;Y;Hayir;17;3;2;80;1;22;3;3;9;8;2;3
34;Hayir;Surekli;1003;Arastirma Gelistirme;2;2;Fen;1;1140;4;Erkek;95;3;2;Uretim Direktoru;3;Bekar;4033;15834;2;Y;Hayir;11;3;4;80;0;5;3;2;3;2;0;2
29;Hayir;Surekli;490;Arastirma Gelistirme;10;3;Fen;1;1143;4;Kadin;61;3;1;Arastirmaci;2;Bosanmis;3291;17940;0;Y;Hayir;14;3;4;80;2;8;2;2;7;5;1;1
42;Hayir;Bazen;188;Arastirma Gelistirme;29;3;Tip;1;1148;2;Erkek;56;1;2;Lobarant;4;Bekar;4272;9558;4;Y;Hayir;19;3;1;80;0;16;3;3;1;0;0;0
29;Hayir;Bazen;718;Arastirma Gelistirme;8;1;Tip;1;1150;2;Erkek;79;2;2;Uretim Direktoru;4;Evli;5056;17689;1;Y;Evet;15;3;3;80;1;10;2;2;10;7;1;2
38;Hayir;Bazen;433;Insan Kaynaklari;1;3;Insan Kaynaklari;1;1152;3;Erkek;37;4;1;Insan Kaynaklari;3;Evli;2844;6004;1;Y;Hayir;13;3;4;80;1;7;2;4;7;6;5;0
28;Hayir;Surekli;773;Arastirma Gelistirme;6;3;Fen;1;1154;3;Erkek;39;2;1;Arastirmaci;3;Bosanmis;2703;22088;1;Y;Evet;14;3;4;80;1;3;2;3;3;1;0;2
18;Evet;Hic;247;Arastirma Gelistirme;8;1;Tip;1;1156;3;Erkek;80;3;1;Lobarant;3;Bekar;1904;13556;1;Y;Hayir;12;3;4;80;0;0;0;3;0;0;0;0
33;Evet;Bazen;603;Satis;9;4;Pazarlama;1;1157;1;Kadin;77;3;2;Satis Yoneticisi;1;Bekar;8224;18385;0;Y;Evet;17;3;1;80;0;6;3;3;5;2;0;3
41;Hayir;Bazen;167;Arastirma Gelistirme;12;4;Fen;1;1158;2;Erkek;46;3;1;Lobarant;4;Evli;4766;9051;3;Y;Evet;11;3;1;80;1;6;4;3;1;0;0;0
31;Evet;Surekli;874;Arastirma Gelistirme;15;3;Tip;1;1160;3;Erkek;72;3;1;Lobarant;3;Evli;2610;6233;1;Y;Hayir;12;3;3;80;1;2;5;2;2;2;2;2
37;Hayir;Bazen;367;Arastirma Gelistirme;25;2;Tip;1;1161;3;Kadin;52;2;2;Saglik IsleriTemsilcisi;4;Bosanmis;5731;17171;7;Y;Hayir;13;3;3;80;2;9;2;3;6;2;1;3
27;Hayir;Bazen;199;Arastirma Gelistirme;6;3;Fen;1;1162;4;Erkek;55;2;1;Arastirmaci;3;Evli;2539;7950;1;Y;Hayir;13;3;3;80;1;4;0;3;4;2;2;2
34;Hayir;Bazen;1400;Satis;9;1;Fen;1;1163;2;Kadin;70;3;2;Satis Yoneticisi;3;Evli;5714;5829;1;Y;Hayir;20;4;1;80;0;6;3;2;6;5;1;3
35;Hayir;Bazen;528;Insan Kaynaklari;8;4;Teknik;1;1164;3;Erkek;100;3;1;Insan Kaynaklari;3;Bekar;4323;7108;1;Y;Hayir;17;3;2;80;0;6;2;1;5;4;1;4
29;Evet;Bazen;408;Satis;23;1;Fen;1;1165;4;Kadin;45;2;3;Satis Yoneticisi;1;Evli;7336;11162;1;Y;Hayir;13;3;1;80;1;11;3;1;11;8;3;10
40;Hayir;Surekli;593;Arastirma Gelistirme;9;4;Tip;1;1166;2;Kadin;88;3;3;Arastirma Direktoru;3;Bekar;13499;13782;9;Y;Hayir;17;3;3;80;0;20;3;2;18;7;2;13
42;Evet;Surekli;481;Satis;12;3;Fen;1;1167;3;Erkek;44;3;4;Satis Yoneticisi;1;Bekar;13758;2447;0;Y;Evet;12;3;2;80;0;22;2;2;21;9;13;14
42;Hayir;Bazen;647;Satis;4;4;Pazarlama;1;1171;2;Erkek;45;3;2;Satis Yoneticisi;1;Bekar;5155;2253;7;Y;Hayir;13;3;4;80;0;9;3;4;6;4;1;5
35;Hayir;Bazen;982;Arastirma Gelistirme;1;4;Tip;1;1172;4;Erkek;58;2;1;Lobarant;3;Evli;2258;16340;6;Y;Hayir;12;3;2;80;1;10;2;3;8;0;1;7
24;Hayir;Bazen;477;Arastirma Gelistirme;24;3;Tip;1;1173;4;Erkek;49;3;1;Lobarant;2;Bekar;3597;6409;8;Y;Hayir;22;4;4;80;0;6;2;3;4;3;1;2
28;Evet;Bazen;1485;Arastirma Gelistirme;12;1;Fen;1;1175;3;Kadin;79;3;1;Lobarant;4;Evli;2515;22955;1;Y;Evet;11;3;4;80;0;1;4;2;1;1;0;0
26;Hayir;Bazen;1384;Arastirma Gelistirme;3;4;Tip;1;1177;1;Erkek;82;4;1;Lobarant;4;Evli;4420;13421;1;Y;Hayir;22;4;2;80;1;8;2;3;8;7;0;7
30;Hayir;Bazen;852;Satis;10;3;Pazarlama;1;1179;3;Erkek;72;2;2;Satis Yoneticisi;3;Evli;6578;2706;1;Y;Hayir;18;3;1;80;1;10;3;3;10;3;1;4
40;Hayir;Surekli;902;Arastirma Gelistirme;26;2;Tip;1;1180;3;Kadin;92;2;2;Arastirmaci;4;Evli;4422;21203;3;Y;Evet;13;3;4;80;1;16;3;1;1;1;0;0
35;Hayir;Bazen;819;Arastirma Gelistirme;2;3;Fen;1;1182;3;Erkek;44;2;3;Uretim Direktoru;2;Bosanmis;10274;19588;2;Y;Hayir;18;3;2;80;1;15;2;4;7;7;6;4
34;Hayir;Surekli;669;Arastirma Gelistirme;1;3;Tip;1;1184;4;Erkek;97;2;2;Saglik IsleriTemsilcisi;1;Bekar;5343;25755;0;Y;Hayir;20;4;3;80;0;14;3;3;13;9;4;9
35;Hayir;Surekli;636;Arastirma Gelistirme;4;4;Diger;1;1185;4;Erkek;47;2;1;Lobarant;4;Evli;2376;26537;1;Y;Hayir;13;3;2;80;1;2;2;4;2;2;2;2
43;Evet;Bazen;1372;Satis;9;3;Pazarlama;1;1188;1;Kadin;85;1;2;Satis Yoneticisi;3;Bekar;5346;9489;8;Y;Hayir;13;3;2;80;0;7;2;2;4;3;1;3
32;Hayir;Hic;862;Satis;2;1;Fen;1;1190;3;Kadin;76;3;1;Satis Temsilcisi;1;Bosanmis;2827;14947;1;Y;Hayir;12;3;3;80;3;1;3;3;1;0;0;0
56;Hayir;Bazen;718;Arastirma Gelistirme;4;4;Teknik;1;1191;4;Kadin;92;3;5;Yonetici;1;Bosanmis;19943;18575;4;Y;Hayir;13;3;4;80;1;28;2;3;5;2;4;2
29;Hayir;Bazen;1401;Arastirma Gelistirme;6;1;Tip;1;1192;2;Kadin;54;3;1;Lobarant;4;Evli;3131;26342;1;Y;Hayir;13;3;1;80;1;10;5;3;10;8;0;8
19;Hayir;Bazen;645;Arastirma Gelistirme;9;2;Fen;1;1193;3;Erkek;54;3;1;Arastirmaci;1;Bekar;2552;7172;1;Y;Hayir;25;4;3;80;0;1;4;3;1;1;0;0
45;Hayir;Bazen;1457;Arastirma Gelistirme;7;3;Tip;1;1195;1;Kadin;83;3;1;Arastirmaci;3;Evli;4477;20100;4;Y;Evet;19;3;3;80;1;7;2;2;3;2;0;2
37;Hayir;Bazen;977;Arastirma Gelistirme;1;3;Fen;1;1196;4;Kadin;56;2;2;Uretim Direktoru;4;Evli;6474;9961;1;Y;Hayir;13;3;2;80;1;14;2;2;14;8;3;11
20;Hayir;Bazen;805;Arastirma Gelistirme;3;3;Fen;1;1198;1;Erkek;87;2;1;Lobarant;3;Bekar;3033;12828;1;Y;Hayir;12;3;1;80;0;2;2;2;2;2;1;2
44;Evet;Bazen;1097;Arastirma Gelistirme;10;4;Fen;1;1200;3;Erkek;96;3;1;Arastirmaci;3;Bekar;2936;10826;1;Y;Evet;11;3;3;80;0;6;4;3;6;4;0;2
53;Hayir;Bazen;1223;Arastirma Gelistirme;7;2;Tip;1;1201;4;Kadin;50;3;5;Yonetici;3;Bosanmis;18606;18640;3;Y;Hayir;18;3;2;80;1;26;6;3;7;7;4;7
29;Hayir;Bazen;942;Arastirma Gelistirme;15;1;Fen;1;1202;2;Kadin;69;1;1;Arastirmaci;4;Evli;2168;26933;0;Y;Evet;18;3;1;80;1;6;2;2;5;4;1;3
22;Evet;Surekli;1256;Arastirma Gelistirme;3;4;Fen;1;1203;3;Erkek;48;2;1;Arastirmaci;4;Evli;2853;4223;0;Y;Evet;11;3;2;80;1;1;5;3;0;0;0;0
46;Hayir;Bazen;1402;Satis;2;3;Pazarlama;1;1204;3;Kadin;69;3;4;Yonetici;1;Evli;17048;24097;8;Y;Hayir;23;4;1;80;0;28;2;3;26;15;15;9
44;Hayir;Hic;111;Arastirma Gelistirme;17;3;Fen;1;1206;4;Erkek;74;1;1;Arastirmaci;3;Bekar;2290;4279;2;Y;Hayir;13;3;4;80;0;6;3;3;0;0;0;0
33;Hayir;Bazen;147;Insan Kaynaklari;2;3;Insan Kaynaklari;1;1207;2;Erkek;99;3;1;Insan Kaynaklari;3;Evli;3600;8429;1;Y;Hayir;13;3;4;80;1;5;2;3;5;4;1;4
41;Evet;Hic;906;Arastirma Gelistirme;5;2;Fen;1;1210;1;Erkek;95;2;1;Arastirmaci;1;Bosanmis;2107;20293;6;Y;Hayir;17;3;1;80;1;5;2;1;1;0;0;0
30;Hayir;Bazen;1329;Satis;29;4;Fen;1;1211;3;Erkek;61;3;2;Satis Yoneticisi;1;Bosanmis;4115;13192;8;Y;Hayir;19;3;3;80;3;8;3;3;4;3;0;3
40;Hayir;Surekli;1184;Satis;2;4;Tip;1;1212;2;Erkek;62;3;2;Satis Yoneticisi;2;Evli;4327;25440;5;Y;Hayir;12;3;4;80;3;5;2;3;0;0;0;0
50;Hayir;Surekli;1421;Arastirma Gelistirme;2;3;Tip;1;1215;4;Kadin;30;3;4;Yonetici;1;Evli;17856;9490;2;Y;Hayir;22;4;3;80;1;32;3;3;2;2;2;2
28;Hayir;Bazen;1179;Arastirma Gelistirme;19;4;Tip;1;1216;4;Erkek;78;2;1;Lobarant;1;Evli;3196;12449;1;Y;Hayir;12;3;3;80;3;6;2;3;6;5;3;3
46;Hayir;Bazen;1450;Arastirma Gelistirme;15;2;Fen;1;1217;4;Erkek;52;3;5;Arastirma Direktoru;2;Evli;19081;10849;5;Y;Hayir;11;3;1;80;1;25;2;3;4;2;0;3
35;Hayir;Bazen;1361;Satis;17;4;Fen;1;1218;3;Erkek;94;3;2;Satis Yoneticisi;1;Evli;8966;21026;3;Y;Evet;15;3;4;80;3;15;2;3;7;7;1;7
24;Evet;Bazen;984;Arastirma Gelistirme;17;2;Fen;1;1219;4;Kadin;97;3;1;Lobarant;2;Evli;2210;3372;1;Y;Hayir;13;3;1;80;1;1;3;1;1;0;0;0
33;Hayir;Surekli;1146;Satis;25;3;Tip;1;1220;2;Kadin;82;3;2;Satis Yoneticisi;3;Evli;4539;4905;1;Y;Hayir;12;3;1;80;1;10;3;2;10;7;0;1
36;Hayir;Bazen;917;Arastirma Gelistirme;6;4;Fen;1;1221;3;Erkek;60;1;1;Lobarant;3;Bosanmis;2741;6865;1;Y;Hayir;14;3;3;80;1;7;4;3;7;7;1;7
30;Hayir;Bazen;853;Arastirma Gelistirme;7;4;Fen;1;1224;3;Erkek;49;3;2;Lobarant;3;Bosanmis;3491;11309;1;Y;Hayir;13;3;1;80;3;10;4;2;10;7;8;9
44;Hayir;Bazen;200;Arastirma Gelistirme;29;4;Diger;1;1225;4;Erkek;32;3;2;Arastirmaci;4;Bekar;4541;7744;1;Y;Hayir;25;4;2;80;0;20;3;3;20;11;13;17
20;Hayir;Bazen;654;Satis;21;3;Pazarlama;1;1226;3;Erkek;43;4;1;Satis Temsilcisi;4;Bekar;2678;5050;1;Y;Hayir;17;3;4;80;0;2;2;3;2;1;2;2
46;Hayir;Bazen;150;Arastirma Gelistirme;2;4;Teknik;1;1228;4;Erkek;60;3;2;Uretim Direktoru;4;Bosanmis;7379;17433;2;Y;Hayir;11;3;3;80;1;12;3;2;6;3;1;4
42;Hayir;Hic;179;Insan Kaynaklari;2;5;Tip;1;1231;4;Erkek;79;4;2;Insan Kaynaklari;1;Evli;6272;12858;7;Y;Hayir;16;3;1;80;1;10;3;4;4;3;0;3
60;Hayir;Bazen;696;Satis;7;4;Pazarlama;1;1233;2;Erkek;52;4;2;Satis Yoneticisi;4;Bosanmis;5220;10893;0;Y;Evet;18;3;2;80;1;12;3;3;11;7;1;9
